Gene stable ID,Gene name,UniProtKB/Swiss-Prot ID
ENSG00000087586,AURKA,O14965
ENSG00000204311,DFNB59,
ENSG00000008838,MED24,
ENSG00000131375,CAPN7,Q9Y6W3
ENSG00000138758,SEPT11,Q9NVA2
ENSG00000137821,LRRC49,
ENSG00000236014,VPS52,
ENSG00000008838,MED24,O75448
ENSG00000144283,PKP4,
ENSG00000110484,SCGB2A2,Q13296
ENSG00000138758,SEPT11,
ENSG00000123268,ATF1,
ENSG00000121060,TRIM25,Q14258
ENSG00000168491,CCDC110,Q8TBZ0
ENSG00000172456,FGGY,
ENSG00000197632,SERPINB2,
ENSG00000100336,APOL4,Q9BPW4
ENSG00000110484,SCGB2A2,
ENSG00000105397,TYK2,P29597
ENSG00000087586,AURKA,
ENSG00000110848,CD69,Q07108
ENSG00000121060,TRIM25,
ENSG00000110848,CD69,
ENSG00000123268,ATF1,P18846
ENSG00000096395,MLN,P12872
ENSG00000185189,NRBP2,Q9NSY0
ENSG00000168491,CCDC110,
ENSG00000075426,FOSL2,P15408
ENSG00000102271,KLHL4,Q9C0H6
ENSG00000163710,PCOLCE2,Q9UKZ9
ENSG00000185189,NRBP2,
ENSG00000197745,SCGB1D4,Q6XE38
ENSG00000079134,THOC1,Q96FV9
ENSG00000107140,TESK1,Q15569
ENSG00000180929,GPR62,Q9BZJ7
ENSG00000099960,SLC7A4,O43246
ENSG00000075426,FOSL2,
ENSG00000099960,SLC7A4,
ENSG00000124749,COL21A1,Q96P44
ENSG00000204842,ATXN2,
ENSG00000176124,DLEU1,O43261
ENSG00000206447,MCCD1,P59942
ENSG00000104812,GYS1,P13807
ENSG00000135392,DNAJC14,Q6Y2X3
ENSG00000168754,FAM178B,
ENSG00000128335,APOL2,Q9BQE5
ENSG00000121895,TMEM156,Q8N614
ENSG00000166394,CYB5R2,Q6BCY4
ENSG00000033100,CHPF2,
ENSG00000135392,DNAJC14,
ENSG00000121895,TMEM156,
ENSG00000104812,GYS1,
ENSG00000111046,MYF6,P23409
ENSG00000144283,PKP4,Q99569
ENSG00000128829,EIF2AK4,Q9P2K8
ENSG00000197632,SERPINB2,P05120
ENSG00000204149,AGAP6,Q5VW22
ENSG00000135968,GCC2,Q8IWJ2
ENSG00000235025,TRIM10,Q9UDY6
ENSG00000128335,APOL2,
ENSG00000137821,LRRC49,Q8IUZ0
ENSG00000135968,GCC2,
ENSG00000160213,CSTB,P04080
ENSG00000102870,ZNF629,Q9UEG4
ENSG00000162174,ASRGL1,Q7L266
ENSG00000187905,AC002472.13,
ENSG00000188878,FBF1,Q8TES7
ENSG00000102034,ELF4,Q99607
ENSG00000162174,ASRGL1,
ENSG00000166394,CYB5R2,
ENSG00000235025,TRIM10,
ENSG00000188878,FBF1,
ENSG00000079150,FKBP7,Q9Y680
ENSG00000187905,AC002472.13,Q6ZQY2
ENSG00000033100,CHPF2,Q9P2E5
ENSG00000111049,MYF5,P13349
ENSG00000242550,SERPINB10,
ENSG00000239511,POM121L7,
ENSG00000102034,ELF4,
ENSG00000184347,SLIT3,O75094
ENSG00000079150,FKBP7,
ENSG00000158113,LRRC43,
ENSG00000142675,CNKSR1,Q969H4
ENSG00000184347,SLIT3,
ENSG00000110066,SUV420H1,Q4FZB7
ENSG00000123066,MED13L,Q71F56
ENSG00000172456,FGGY,Q96C11
ENSG00000123066,MED13L,
ENSG00000110066,SUV420H1,
ENSG00000242550,SERPINB10,P48595
ENSG00000099385,BCL7C,Q8WUZ0
ENSG00000236925,LTB,Q06643
ENSG00000122674,CCZ1,P86791
ENSG00000099385,BCL7C,
ENSG00000186047,DLEU7,Q6UYE1
ENSG00000152454,ZNF256,Q9Y2P7
ENSG00000138074,SLC5A6,Q9Y289
ENSG00000152454,ZNF256,
ENSG00000137101,CD72,P21854
ENSG00000137265,IRF4,Q15306
ENSG00000113407,TARS,P26639
ENSG00000123342,MMP19,
ENSG00000115419,GLS,O94925
ENSG00000113407,TARS,
ENSG00000137265,IRF4,
ENSG00000158113,LRRC43,Q8N309
ENSG00000142675,CNKSR1,
ENSG00000177025,C19orf18,Q8NEA5
ENSG00000182836,PLCXD3,Q63HM9
ENSG00000166596,WDR16,Q8N1V2
ENSG00000233599,TRIM15,Q9C019
ENSG00000150281,CTF1,Q16619
ENSG00000122674,CCZ1,
ENSG00000258992,TSPY1,Q01534
ENSG00000137101,CD72,
ENSG00000233599,TRIM15,
ENSG00000133475,GGT2,
ENSG00000258992,TSPY1,
ENSG00000130826,DKC1,O60832
ENSG00000141503,MINK1,Q8N4C8
ENSG00000133475,GGT2,P36268
ENSG00000205057,CLLU1OS,Q5K130
ENSG00000213889,PPM1N,Q8N819
ENSG00000115419,GLS,
ENSG00000130826,DKC1,
ENSG00000213889,PPM1N,
ENSG00000105186,ANKRD27,Q96NW4
ENSG00000107290,SETX,
ENSG00000204842,ATXN2,Q99700
ENSG00000138074,SLC5A6,
ENSG00000118873,RAB3GAP2,Q9H2M9
ENSG00000105186,ANKRD27,
ENSG00000166596,WDR16,
ENSG00000123342,MMP19,Q99542
ENSG00000257127,CLLU1,Q5K131
ENSG00000196934,RIMBP3B,A6NNM3
ENSG00000171067,C11orf24,Q96F05
ENSG00000167972,ABCA3,Q99758
ENSG00000171067,C11orf24,
ENSG00000147044,CASK,O14936
ENSG00000167972,ABCA3,
ENSG00000109790,KLHL5,Q96PQ7
ENSG00000118873,RAB3GAP2,
ENSG00000214215,C12orf74,Q32Q52
ENSG00000128829,EIF2AK4,
ENSG00000125846,ZNF133,P52736
ENSG00000125846,ZNF133,
ENSG00000169635,HIC2,Q96JB3
ENSG00000143442,POGZ,Q7Z3K3
ENSG00000224867,AC096644.1,
ENSG00000147044,CASK,
ENSG00000180801,ARSJ,Q5FYB0
ENSG00000249915,PDCD6,O75340
ENSG00000137078,SIT1,Q9Y3P8
ENSG00000166704,ZNF606,Q8WXB4
ENSG00000180801,ARSJ,
ENSG00000186452,TMPRSS12,
ENSG00000107290,SETX,Q7Z333
ENSG00000141503,MINK1,
ENSG00000141552,ANAPC11,Q9NYG5
ENSG00000227794,RPS18,
ENSG00000109790,KLHL5,
ENSG00000186452,TMPRSS12,Q86WS5
ENSG00000134709,HOOK1,
ENSG00000166704,ZNF606,
ENSG00000136104,RNASEH2B,Q5TBB1
ENSG00000124493,GRM4,Q14833
ENSG00000187510,PLEKHG7,
ENSG00000249915,PDCD6,
ENSG00000116095,PLEKHA3,Q9HB20
ENSG00000187566,NHLRC1,Q6VVB1
ENSG00000100342,APOL1,O14791
ENSG00000165804,ZNF219,Q9P2Y4
ENSG00000163584,RPL22L1,Q6P5R6
ENSG00000116095,PLEKHA3,
ENSG00000183246,RIMBP3C,
ENSG00000110243,APOA5,Q6Q788
ENSG00000082014,SMARCD3,Q6STE5
ENSG00000141552,ANAPC11,
ENSG00000136104,RNASEH2B,
ENSG00000183246,RIMBP3C,A6NJZ7
ENSG00000110243,APOA5,
ENSG00000160214,RRP1,P56182
ENSG00000163584,RPL22L1,
ENSG00000187510,PLEKHG7,Q6ZR37
ENSG00000163803,PLB1,
ENSG00000160214,RRP1,
ENSG00000162063,CCNF,
ENSG00000165804,ZNF219,
ENSG00000099290,FAM21A,
ENSG00000183378,OVCH2,
ENSG00000156471,PTDSS1,P48651
ENSG00000174607,UGT8,Q16880
ENSG00000223465,LST1,O00453
ENSG00000174607,UGT8,
ENSG00000149021,SCGB1A1,
ENSG00000183378,OVCH2,Q7RTZ1
ENSG00000100342,APOL1,
ENSG00000005700,IBTK,Q9P2D0
ENSG00000231002,TRIM26,Q12899
ENSG00000156471,PTDSS1,
ENSG00000125482,TTF1,Q15361
ENSG00000185651,UBE2L3,P68036
ENSG00000150510,FAM124A,Q86V42
ENSG00000149021,SCGB1A1,P11684
ENSG00000082014,SMARCD3,
ENSG00000159884,CCDC107,Q8WV48
ENSG00000198898,CAPZA2,
ENSG00000124493,GRM4,
ENSG00000162337,LRP5,O75197
ENSG00000166762,CATSPER2,Q96P56
ENSG00000110244,APOA4,P06727
ENSG00000159884,CCDC107,
ENSG00000166762,CATSPER2,
ENSG00000215425,DDX39B,
ENSG00000231002,TRIM26,
ENSG00000125753,VASP,
ENSG00000223465,LST1,
ENSG00000162337,LRP5,
ENSG00000188523,C9orf171,
ENSG00000150477,KIAA1328,
ENSG00000090097,PCBP4,P57723
ENSG00000110245,APOC3,
ENSG00000168575,SLC20A2,Q08357
ENSG00000188523,C9orf171,Q6ZQR2
ENSG00000171659,GPR34,Q9UPC5
ENSG00000158270,COLEC12,Q5KU26
ENSG00000144535,DIS3L2,Q8IYB7
ENSG00000103051,COG4,
ENSG00000134709,HOOK1,Q9UJC3
ENSG00000108799,EZH1,Q92800
ENSG00000124587,PEX6,Q13608
ENSG00000253309,SERPINE3,A8MV23
ENSG00000110245,APOC3,P02656
ENSG00000225682,DXO,O77932
ENSG00000253309,SERPINE3,
ENSG00000144199,FAHD2B,Q6P2I3
ENSG00000124942,AHNAK,
ENSG00000188582,PAQR9,
ENSG00000168575,SLC20A2,
ENSG00000125753,VASP,P50552
ENSG00000124587,PEX6,
ENSG00000005700,IBTK,
ENSG00000215790,SLC35E2,P0CK97
ENSG00000108799,EZH1,
ENSG00000138653,NDST4,Q9H3R1
ENSG00000171657,GPR82,Q96P67
ENSG00000188582,PAQR9,Q6ZVX9
ENSG00000150477,KIAA1328,Q86T90
ENSG00000125492,BARHL1,Q9BZE3
ENSG00000121716,PILRB,Q9UKJ0
ENSG00000105401,CDC37,Q16543
ENSG00000163577,EIF5A2,Q9GZV4
ENSG00000090097,PCBP4,
ENSG00000138653,NDST4,
ENSG00000163577,EIF5A2,
ENSG00000072210,ALDH3A2,
ENSG00000124942,AHNAK,Q09666
ENSG00000268706,AC009802.1,
ENSG00000105401,CDC37,
ENSG00000083720,OXCT1,P55809
ENSG00000144535,DIS3L2,
ENSG00000121716,PILRB,
ENSG00000137364,TPMT,P51580
ENSG00000143442,POGZ,
ENSG00000162063,CCNF,P41002
ENSG00000183303,OR5P2,Q8WZ92
ENSG00000147183,CPXCR1,Q8N123
ENSG00000233450,KIFC1,Q9BW19
ENSG00000221887,HMSD,A8MTL9
ENSG00000233450,KIFC1,
ENSG00000116141,MARK1,Q9P0L2
ENSG00000182334,OR5P3,Q8WZ94
ENSG00000083720,OXCT1,
ENSG00000221887,HMSD,P0C7T4
ENSG00000175393,OR10A6,Q8NH74
ENSG00000226437,TRIM39,
ENSG00000170683,OR10A3,P58181
ENSG00000153779,TGIF2LX,Q8IUE1
ENSG00000089091,DZANK1,Q9NVP4
ENSG00000110756,HPS5,Q9UPZ3
ENSG00000137135,ARHGEF39,Q8N4T4
ENSG00000182261,NLRP10,Q86W26
ENSG00000176593,CTD-2368P22.1,
ENSG00000182261,NLRP10,
ENSG00000198898,CAPZA2,P47755
ENSG00000118137,APOA1,P02647
ENSG00000099290,FAM21A,Q641Q2
ENSG00000118137,APOA1,
ENSG00000131844,MCCC2,
ENSG00000099364,FBXL19,
ENSG00000140319,SRP14,P37108
ENSG00000162817,C1orf115,Q9H7X2
ENSG00000155026,RSPH10B,P0C881
ENSG00000237103,NCR3,O14931
ENSG00000072210,ALDH3A2,P51648
ENSG00000110756,HPS5,
ENSG00000140319,SRP14,
ENSG00000161179,YDJC,A8MPS7
ENSG00000163803,PLB1,Q6P1J6
ENSG00000143995,MEIS1,
ENSG00000102189,EEA1,Q15075
ENSG00000152467,ZSCAN1,Q8NBB4
ENSG00000117791,MARC2,
ENSG00000107771,CCSER2,Q9H7U1
ENSG00000102189,EEA1,
ENSG00000226437,TRIM39,Q9HCM9
ENSG00000150045,KLRF1,Q9NZS2
ENSG00000117791,MARC2,Q969Z3
ENSG00000175390,EIF3F,O00303
ENSG00000237103,NCR3,
ENSG00000161180,CCDC116,
ENSG00000134716,CYP2J2,P51589
ENSG00000175390,EIF3F,
ENSG00000103051,COG4,Q9H9E3
ENSG00000163581,SLC2A2,P11168
ENSG00000143995,MEIS1,O00470
ENSG00000131844,MCCC2,Q9HCC0
ENSG00000155026,RSPH10B,
ENSG00000161180,CCDC116,Q8IYX3
ENSG00000166401,SERPINB8,P50452
ENSG00000215425,DDX39B,Q13838
ENSG00000168487,BMP1,P13497
ENSG00000115568,ZNF142,P52746
ENSG00000166401,SERPINB8,
ENSG00000163581,SLC2A2,
ENSG00000143375,CGN,
ENSG00000104081,BMF,Q96LC9
ENSG00000160216,AGPAT3,Q9NRZ7
ENSG00000099364,FBXL19,Q6PCT2
ENSG00000115568,ZNF142,
ENSG00000160216,AGPAT3,
ENSG00000189221,MAOA,P21397
ENSG00000176293,ZNF135,P52742
ENSG00000150045,KLRF1,
ENSG00000185432,METTL7A,Q9H8H3
ENSG00000121058,COIL,P38432
ENSG00000186326,RGS9BP,Q6ZS82
ENSG00000121058,COIL,
ENSG00000185432,METTL7A,
ENSG00000125741,OPA3,Q9H6K4
ENSG00000107159,CA9,Q16790
ENSG00000175938,ORAI3,Q9BRQ5
ENSG00000175938,ORAI3,
ENSG00000107771,CCSER2,
ENSG00000163714,U2SURP,
ENSG00000125741,OPA3,
ENSG00000213965,NUDT19,A8MXV4
ENSG00000119979,FAM45A,Q8TCE6
ENSG00000104081,BMF,
ENSG00000176293,ZNF135,
ENSG00000114933,INO80D,Q53TQ3
ENSG00000156711,MAPK13,O15264
ENSG00000089091,DZANK1,
ENSG00000186205,MARC1,Q5VT66
ENSG00000214511,HIGD1C,A8MV81
ENSG00000114933,INO80D,
ENSG00000156711,MAPK13,
ENSG00000177464,GPR4,P46093
ENSG00000204671,IL31,Q6EBC2
ENSG00000186205,MARC1,
ENSG00000170473,WIBG,Q9BRP8
ENSG00000145779,TNFAIP8,O95379
ENSG00000145779,TNFAIP8,
ENSG00000183207,RUVBL2,Q9Y230
ENSG00000170473,WIBG,
ENSG00000119979,FAM45A,
ENSG00000058404,CAMK2B,Q13554
ENSG00000239865,RPP21,
ENSG00000225553,PHF1,
ENSG00000183207,RUVBL2,
ENSG00000162598,C1orf87,
ENSG00000177143,CETN1,Q12798
ENSG00000081138,CDH7,Q9ULB5
ENSG00000111052,LIN7A,O14910
ENSG00000081138,CDH7,
ENSG00000102786,INTS6,
ENSG00000136048,DRAM1,Q8N682
ENSG00000176383,B3GNT4,Q9C0J1
ENSG00000249679,RP11-279O9.4,
ENSG00000111052,LIN7A,
ENSG00000136048,DRAM1,
ENSG00000162598,C1orf87,Q8N0U7
ENSG00000156709,AIFM1,
ENSG00000112367,FIG4,Q92562
ENSG00000136630,HLX,Q14774
ENSG00000112367,FIG4,
ENSG00000161533,ACOX1,Q15067
ENSG00000136630,HLX,
ENSG00000173598,NUDT4,Q9NZJ9
ENSG00000161533,ACOX1,
ENSG00000099381,SETD1A,O15047
ENSG00000112984,KIF20A,
ENSG00000099381,SETD1A,
ENSG00000168487,BMP1,
ENSG00000130830,MPP1,Q00013
ENSG00000129028,THAP10,Q9P2Z0
ENSG00000162062,C16orf59,Q7L2K0
ENSG00000079101,CLUL1,
ENSG00000164266,SPINK1,P00995
ENSG00000129028,THAP10,
ENSG00000239865,RPP21,Q9H633
ENSG00000162062,C16orf59,
ENSG00000107882,SUFU,Q9UMX1
ENSG00000164266,SPINK1,
ENSG00000166402,TUB,
ENSG00000058404,CAMK2B,
ENSG00000141748,ARL5C,A6NH57
ENSG00000173598,NUDT4,
ENSG00000141748,ARL5C,
ENSG00000173809,TDRD12,Q587J7
ENSG00000125485,DDX31,Q9H8H2
ENSG00000166402,TUB,P50607
ENSG00000225553,PHF1,O43189
ENSG00000173809,TDRD12,
ENSG00000130830,MPP1,
ENSG00000143507,DUSP10,Q9Y6W6
ENSG00000163331,DAPL1,A0PJW8
ENSG00000069535,MAOB,P27338
ENSG00000163331,DAPL1,
ENSG00000079101,CLUL1,Q15846
ENSG00000059378,PARP12,Q9H0J9
ENSG00000157796,WDR19,Q8NEZ3
ENSG00000144852,NR1I2,
ENSG00000069535,MAOB,
ENSG00000059378,PARP12,
ENSG00000143375,CGN,Q9P2M7
ENSG00000157796,WDR19,
ENSG00000163283,ALPP,P05187
ENSG00000144852,NR1I2,O75469
ENSG00000131370,SH3BP5,O60239
ENSG00000095794,CREM,
ENSG00000112984,KIF20A,O95235
ENSG00000131370,SH3BP5,
ENSG00000176912,C18orf56,Q8TAI1
ENSG00000124479,NDP,Q00604
ENSG00000125485,DDX31,
ENSG00000270394,MTRNR2L13,
ENSG00000162068,NTN3,O00634
ENSG00000154553,PDLIM3,Q53GG5
ENSG00000102786,INTS6,Q9UL03
ENSG00000174599,TRAM1L1,Q8N609
ENSG00000119878,CRIPT,Q9P021
ENSG00000144354,CDCA7,Q9BWT1
ENSG00000112685,EXOC2,Q96KP1
ENSG00000125484,GTF3C4,
ENSG00000112685,EXOC2,
ENSG00000223572,CKMT1A,P12532
ENSG00000101489,CELF4,
ENSG00000074582,BCS1L,
ENSG00000187720,THSD4,Q6ZMP0
ENSG00000128228,SDF2L1,Q9HCN8
ENSG00000223572,CKMT1A,
ENSG00000144354,CDCA7,
ENSG00000125484,GTF3C4,Q9UKN8
ENSG00000154553,PDLIM3,
ENSG00000187720,THSD4,
ENSG00000100345,MYH9,P35579
ENSG00000108242,CYP2C18,P33260
ENSG00000236632,HLA-E,
ENSG00000159674,SPON2,Q9BUD6
ENSG00000156709,AIFM1,O95831
ENSG00000198467,TPM2,
ENSG00000107897,ACBD5,Q5T8D3
ENSG00000163714,U2SURP,O15042
ENSG00000258045,CR382280.5,
ENSG00000110768,GTF2H1,P32780
ENSG00000232070,TMEM253,
ENSG00000162065,TBC1D24,Q9ULP9
ENSG00000143512,HHIPL2,Q6UWX4
ENSG00000159674,SPON2,
ENSG00000152689,RASGRP3,Q8IV61
ENSG00000162065,TBC1D24,
ENSG00000232070,TMEM253,P0C7T8
ENSG00000152689,RASGRP3,
ENSG00000162599,NFIA,
ENSG00000100345,MYH9,
ENSG00000183690,EFHC2,Q5JST6
ENSG00000115183,TANC1,Q9C0D5
ENSG00000162599,NFIA,Q12857
ENSG00000169327,OR5AU1,Q8NGC0
ENSG00000260272,RP11-20I23.1,
ENSG00000198467,TPM2,P07951
ENSG00000164100,NDST3,O95803
ENSG00000234836,AIF1,P55008
ENSG00000121064,SCPEP1,Q9HB40
ENSG00000107897,ACBD5,
ENSG00000164100,NDST3,
ENSG00000065989,PDE4A,P27815
ENSG00000110768,GTF2H1,
ENSG00000183979,NPB,
ENSG00000040275,SPDL1,Q96EA4
ENSG00000165695,AK8,Q96MA6
ENSG00000234836,AIF1,
ENSG00000101489,CELF4,Q9BZC1
ENSG00000227184,EPPK1,
ENSG00000071991,CDH19,Q9H159
ENSG00000183979,NPB,Q8NG41
ENSG00000069509,FUNDC1,Q8IVP5
ENSG00000071991,CDH19,
ENSG00000040275,SPDL1,
ENSG00000065989,PDE4A,
ENSG00000121064,SCPEP1,
ENSG00000120860,CCDC53,
ENSG00000095794,CREM,Q03060
ENSG00000254772,EEF1G,P26641
ENSG00000176890,TYMS,P04818
ENSG00000189037,DUSP21,Q9H596
ENSG00000132664,POLR3F,Q9H1D9
ENSG00000100348,TXN2,Q99757
ENSG00000205944,DAZ2,Q13117
ENSG00000074582,BCS1L,Q9Y276
ENSG00000100348,TXN2,
ENSG00000164326,CARTPT,Q16568
ENSG00000165841,CYP2C19,P33261
ENSG00000176209,SMIM19,Q96E16
ENSG00000176209,SMIM19,
ENSG00000185883,ATP6V0C,P27449
ENSG00000171451,DSEL,Q8IZU8
ENSG00000185883,ATP6V0C,
ENSG00000063438,AHRR,A9YTQ3
ENSG00000254772,EEF1G,
ENSG00000153956,CACNA2D1,P54289
ENSG00000165698,C9orf9,Q96E40
ENSG00000160584,SIK3,
ENSG00000104826,LHB,P01229
ENSG00000259784,ATP6C,
ENSG00000205944,DAZ2,
ENSG00000153956,CACNA2D1,
ENSG00000063438,AHRR,
ENSG00000177889,UBE2N,P61088
ENSG00000187098,MITF,O75030
ENSG00000177889,UBE2N,
ENSG00000225362,CT62,
ENSG00000162604,TM2D1,Q9BX74
ENSG00000174740,PABPC5,
ENSG00000146360,GPR6,
ENSG00000162604,TM2D1,
ENSG00000120860,CCDC53,Q9Y3C0
ENSG00000146360,GPR6,P46095
ENSG00000143498,TAF1A,Q15573
ENSG00000174740,PABPC5,Q96DU9
ENSG00000171206,TRIM8,Q9BZR9
ENSG00000189091,SF3B3,Q15393
ENSG00000104827,CGB,Q6NT52
ENSG00000104827,CGB,P01233
ENSG00000225362,CT62,P0C5K7
ENSG00000171206,TRIM8,
ENSG00000189091,SF3B3,
ENSG00000139668,WDFY2,Q96P53
ENSG00000067191,CACNB1,Q02641
ENSG00000267335,CTB-60B18.6,
ENSG00000122863,CHST3,Q7LGC8
ENSG00000186684,CYP27C1,Q4G0S4
ENSG00000187098,MITF,
ENSG00000198720,ANKRD13B,
ENSG00000104818,CGB2,
ENSG00000164265,SCGB3A2,
ENSG00000121413,ZSCAN18,Q8TBC5
ENSG00000143498,TAF1A,
ENSG00000099377,HSD3B7,Q9H2F3
ENSG00000110911,SLC11A2,
ENSG00000164265,SCGB3A2,Q96PL1
ENSG00000110852,CLEC2B,Q92478
ENSG00000125746,EML2,
ENSG00000160584,SIK3,Q9Y2K2
ENSG00000110852,CLEC2B,
ENSG00000099377,HSD3B7,
ENSG00000267631,CGB1,A6NKQ9
ENSG00000125746,EML2,O95834
ENSG00000139044,B4GALNT3,Q6L9W6
ENSG00000267631,CGB1,
ENSG00000205765,C5orf51,A6NDU8
ENSG00000160218,TRAPPC10,
ENSG00000268863,AC135048.1,
ENSG00000139044,B4GALNT3,
ENSG00000065357,DGKA,
ENSG00000232143,GNL1,P36915
ENSG00000121413,ZSCAN18,
ENSG00000100023,PPIL2,Q13356
ENSG00000102796,DHRS12,A0PJE2
ENSG00000189052,CGB5,Q6NT52
ENSG00000189052,CGB5,P01233
ENSG00000232143,GNL1,
ENSG00000162066,AMDHD2,
ENSG00000100023,PPIL2,
ENSG00000100350,FOXRED2,Q8IWF2
ENSG00000129514,FOXA1,P55317
ENSG00000107742,SPOCK2,Q92563
ENSG00000129514,FOXA1,
ENSG00000100350,FOXRED2,
ENSG00000178776,C5orf46,Q6UWT4
ENSG00000188782,CATSPER4,
ENSG00000171150,SOCS5,O75159
ENSG00000188782,CATSPER4,Q7RTX7
ENSG00000134001,EIF2S1,P05198
ENSG00000107742,SPOCK2,
ENSG00000198720,ANKRD13B,Q86YJ7
ENSG00000099365,STX1B,P61266
ENSG00000134001,EIF2S1,
ENSG00000181894,ZNF329,Q86UD4
ENSG00000112640,PPP2R5D,Q14738
ENSG00000099365,STX1B,
ENSG00000111058,ACSS3,
ENSG00000181894,ZNF329,
ENSG00000123171,CCDC70,Q6NSX1
ENSG00000102290,PCDH11X,Q9BZA7
ENSG00000160218,TRAPPC10,P48553
ENSG00000256797,KLRF2,D3W0D1
ENSG00000144791,LIMD1,
ENSG00000223766,PRR3,P79522
ENSG00000112290,WASF1,Q92558
ENSG00000092199,HNRNPC,
ENSG00000162066,AMDHD2,Q9Y303
ENSG00000255508,MIR3654,
ENSG00000188393,CLEC2A,Q6UVW9
ENSG00000222005,LINC01118,
ENSG00000144791,LIMD1,Q9UGP4
ENSG00000112640,PPP2R5D,
ENSG00000112290,WASF1,
ENSG00000138109,CYP2C9,P11712
ENSG00000092199,HNRNPC,P07910
ENSG00000021488,SLC7A9,P82251
ENSG00000143367,TUFT1,Q9NNX1
ENSG00000143367,TUFT1,
ENSG00000184047,DIABLO,Q9NR28
ENSG00000239332,LINC01119,
ENSG00000021488,SLC7A9,
ENSG00000065357,DGKA,P23743
ENSG00000166479,TMX3,Q96JJ7
ENSG00000130695,CEP85,Q6P2H3
ENSG00000183605,SFXN4,Q6P4A7
ENSG00000102290,PCDH11X,
ENSG00000110911,SLC11A2,P49281
ENSG00000130695,CEP85,
ENSG00000166479,TMX3,
ENSG00000147432,CHRNB3,
ENSG00000187908,DMBT1,Q9UGM3
ENSG00000103496,STX4,
ENSG00000183605,SFXN4,
ENSG00000139865,TTC6,
ENSG00000118816,CCNI,Q14094
ENSG00000165699,TSC1,Q92574
ENSG00000171471,MAP1LC3B2,A6NCE7
ENSG00000147432,CHRNB3,Q05901
ENSG00000118816,CCNI,
ENSG00000163286,ALPPL2,P10696
ENSG00000205923,CEMP1,Q6PRD7
ENSG00000205923,CEMP1,
ENSG00000111058,ACSS3,Q9H6R3
ENSG00000142669,SH3BGRL3,Q9H299
ENSG00000142669,SH3BGRL3,
ENSG00000165699,TSC1,
ENSG00000171606,ZNF274,
ENSG00000187908,DMBT1,
ENSG00000166405,RIC3,Q7Z5B4
ENSG00000156970,BUB1B,O60566
ENSG00000184047,DIABLO,
ENSG00000172322,CLEC12A,Q5QGZ9
ENSG00000172322,CLEC12A,
ENSG00000156970,BUB1B,
ENSG00000163161,ERCC3,
ENSG00000147434,CHRNA6,Q15825
ENSG00000147434,CHRNA6,
ENSG00000163295,ALPI,P09923
ENSG00000139865,TTC6,Q86TZ1
ENSG00000111412,C12orf49,Q9H741
ENSG00000071537,SEL1L,Q9UBV2
ENSG00000163295,ALPI,
ENSG00000111412,C12orf49,
ENSG00000071537,SEL1L,
ENSG00000131931,THAP1,Q9NVV9
ENSG00000171606,ZNF274,Q96GC6
ENSG00000166405,RIC3,
ENSG00000131931,THAP1,
ENSG00000165702,GFI1B,Q5VTD9
ENSG00000006283,CACNA1G,O43497
ENSG00000103496,STX4,Q12846
ENSG00000226492,CUTA,O60888
ENSG00000110075,PPP6R3,Q5H9R7
ENSG00000171840,NINJ2,Q9NZG7
ENSG00000110075,PPP6R3,
ENSG00000171840,NINJ2,
ENSG00000133710,SPINK5,
ENSG00000226492,CUTA,
ENSG00000100558,PLEK2,Q9NYT0
ENSG00000085514,PILRA,
ENSG00000100558,PLEK2,
ENSG00000143376,SNX27,
ENSG00000172845,SP3,Q02447
ENSG00000169439,SDC2,P34741
ENSG00000137076,TLN1,Q9Y490
ENSG00000135976,ANKRD36,A6QL64
ENSG00000121289,CEP89,Q96ST8
ENSG00000172845,SP3,
ENSG00000169439,SDC2,
ENSG00000163161,ERCC3,P19447
ENSG00000085514,PILRA,Q9UKJ1
ENSG00000171551,ECEL1,
ENSG00000013374,NUB1,
ENSG00000023228,NDUFS1,P28331
ENSG00000121289,CEP89,
ENSG00000198133,TMEM229B,Q8NBD8
ENSG00000137076,TLN1,
ENSG00000166407,LMO1,P25800
ENSG00000135976,ANKRD36,
ENSG00000198133,TMEM229B,
ENSG00000120925,RNF170,Q96K19
ENSG00000100027,YPEL1,O60688
ENSG00000023228,NDUFS1,
ENSG00000161202,DVL3,Q92997
ENSG00000166407,LMO1,
ENSG00000149016,TUT1,Q9H6E5
ENSG00000100027,YPEL1,
ENSG00000258945,RP11-497E19.2,
ENSG00000161202,DVL3,
ENSG00000149016,TUT1,
ENSG00000272762,RP11-155D18.14,
ENSG00000079999,KEAP1,Q14145
ENSG00000180398,MCFD2,Q8NI22
ENSG00000079999,KEAP1,
ENSG00000167004,PDIA3,P30101
ENSG00000234947,STK19,P49842
ENSG00000185813,PCYT2,Q99447
ENSG00000157368,IL34,
ENSG00000185070,FLRT2,O43155
ENSG00000167004,PDIA3,
ENSG00000134333,LDHA,P00338
ENSG00000158062,UBXN11,Q5T124
ENSG00000013374,NUB1,Q9Y5A7
ENSG00000151876,FBXO4,
ENSG00000134333,LDHA,
ENSG00000120925,RNF170,
ENSG00000258804,RP11-322L20.1,
ENSG00000176894,PXMP2,Q9NR77
ENSG00000006283,CACNA1G,
ENSG00000176894,PXMP2,
ENSG00000138764,CCNG2,Q16589
ENSG00000154914,USP43,Q70EL4
ENSG00000185813,PCYT2,
ENSG00000180739,S1PR5,Q9H228
ENSG00000180739,S1PR5,
