gene,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228
MEST,0.047326494,0.0,0.053805005,0.229751348,0.04497996,0.0,0.021309184,0.040404126,0.087780811,0.005603717,0.038806908,0.100465365,0.032860082,0.0,0.0,0.0,0.0,0.11771033,0.028834585,0.140455037,0.251923472,0.046837468,0.0,0.027064197,0.0,0.051219694,0.028998071,0.0,0.0,0.0,0.0,0.0,0.063100077,0.039038155,0.04114842,0.019415464,0.000760069,0.006614035,0.023287514,0.018408014,0.070926636,0.06542331,0.042353418,0.0,0.0,0.0,0.049923275,0.013666186,0.036199369,0.049114089,0.036798101,0.0,0.064211503,0.04403238,0.061314631,0.042535905,0.057859186,0.120592855,0.034211356,0.008461864,0.020552341,0.029017072,0.0,0.232724562,0.084267288,0.0,0.0,0.027222665,0.0,0.0,0.0,0.133212864,0.032898087,0.041163478,0.019402198,0.072432436,0.047852088,0.055279255,0.025549078,0.027792716,0.02371344,0.0,0.0,0.030892508,0.0,0.073011093,0.0,0.006645585,0.050624546,0.0,0.020009179,0.009022594,0.149963066,0.0,0.0,0.048485957,0.0,0.036663298,0.033179168,0.039850928,0.0,0.133388549,0.0,0.042492166,0.0,0.0,0.0,0.066061482,0.024509361,0.0,0.094470859,0.0,0.014782986,0.0,0.034396712,0.064017899,0.026256086,0.0,0.12580578,0.079878964,0.045669757,0.011749522,0.050824605,0.0,0.121109128,0.032461405,0.0,0.0,0.046610162,0.0,0.0,0.092047237,0.104050592,0.122227721,0.030892508,0.076494507,0.026073957,0.053075772,0.0,0.048457276,0.0,0.0,0.050922479,0.039359391,0.0,0.037455633,0.068391882,0.0,0.0,0.060555998,0.046945024,0.0,0.048986454,0.04806469,0.050899535,0.0,0.006808355,0.0,0.0,0.038401417,0.0,0.0,0.568295062,0.05232574,0.0,0.036091451,0.0,0.038940635,1.0,0.152185917,0.312628627,0.11128559,0.0,0.062096212,0.0,0.013461828,0.039882477,0.115914129,0.098249689,0.0,0.005390754,0.054665461,0.0,0.151497558,0.142104238,0.013358215,0.048399195,0.066054307,0.010215759,0.0,0.0,0.0,0.017150315,0.264647454,0.025602857,0.069904849,0.0,0.0,0.303719312,0.0,0.0,0.0,0.114519469,0.148733333,0.065136492,0.051693305,0.117681645,0.215250134,0.106320046,0.120915525,0.591821373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082073122,0.132768303,0.0,0.0,0.0,0.081721775,0.178702295,0.328995198,0.140856579,0.081725717
RABL3,0.0,0.179261714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041108232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012534083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126651824,1.0,0.0,0.0,0.0,0.18418242,0.0,0.0,0.0,0.0,0.136904627,0.0,0.012165196,0.0,0.0,0.0,0.037296407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140665039,0.304045856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025767038,0.0,0.0,0.387112319,0.0,0.0,0.96270895,0.0,0.0,0.0,0.0,0.0,0.315078914,0.0,0.0,0.0,0.0,0.0,0.0,0.047361411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152040139,0.053301599,0.0,0.0,0.041928723,0.055387482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069264308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058307271,0.0,0.081763968,0.076092057,0.045919403,0.022102768,0.0,0.0,0.0,0.028704712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290218204,0.0,0.0,0.0,0.430551469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080894284,0.063833863,0.036341775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065653697,0.097664081,0.0,0.0,0.0,0.0,0.0,0.0,0.051931132,0.052743796
COQ5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.787332535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682749271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168926254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19116047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.420532018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443638176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63736707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673983634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607099891,0.0,0.0,0.0,0.0,0.29152903,0.0,0.0,0.0,0.0,0.0,0.589483857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.462495476
NOMO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082995206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.349238545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006692312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174632445,0.0
EARS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192213446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10427025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114628576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087369367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065609753,0.0,0.0,0.0,0.0,0.0,0.0,0.021424532,0.0
MIA3,0.0,0.0,0.059828736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095879845,0.0,0.0,0.0,0.0,0.040503256,0.012537828,0.0,0.046611574,0.0,0.0,0.0,0.000259085,0.0,0.0,0.0,0.0,0.021563396,0.025067128,0.036033109,0.0,0.531382918,0.0,0.0,0.0,0.0,0.0,0.0,0.076679431,0.009423978,0.0,0.075206123,0.0,0.043693852,0.0,0.0,0.0,0.0,0.0,0.0,0.047052145,0.02371604,0.0,0.019599298,0.005878084,0.0,0.092023656,0.0,0.015911283,0.016277952,0.0,0.0,0.0,0.0,0.086286746,0.0,0.0,0.126255631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013003508,0.0,0.0,0.0,0.196737677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019491287,0.046606839,0.015017348,0.014473976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042023465,0.0,0.033402465,0.0,0.030410841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029359153,0.0,0.0,0.0,0.0,0.001627322,0.019078191,0.0,0.0,0.0,0.0,0.0,0.001998207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135862,0.100948796,0.013551143,0.009906239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655737936,0.0,0.0,0.0,0.0,0.0,0.0,0.131888315,0.0,0.0,0.062713772,0.012741059,0.0,0.0,0.0,0.01222161,0.021595374,0.016233895,0.0,0.052182678,0.0,0.037056845,0.03802184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023223357,0.0,0.0,0.0,0.001193856,0.0,0.146825135,0.0,0.0,0.0,0.0,0.0,0.075158745,0.0,0.0,0.0,0.057431646,0.000881618,0.015300167,0.0,0.008138265,0.0,0.10805361,0.031310935,0.035099853,0.032823328,0.0,0.026976747,0.084931865,0.0,0.0,0.0,0.0,0.0,0.023621768,0.020785052,0.030210925,0.0,0.0,0.019044792,0.0,0.0,0.035249315,0.017152464
RRP12,0.048567563,0.0,0.131585091,0.057357952,0.018472847,0.083689101,0.0,0.0,0.154034063,0.314364076,0.063230343,0.044766519,0.041730996,0.0,0.052416999,0.096623637,0.098129936,0.13141045,0.083136067,0.05149648,0.082070015,0.210742265,0.440049201,0.23777017,0.0,0.124697588,0.0,0.17102541,0.054640062,0.0,0.0,0.063121192,0.0,0.334710062,0.101087965,0.073748976,0.058318492,0.0,0.0,0.167234197,0.0,0.044725042,0.0,0.0,0.0,0.242472813,0.091453463,0.039475184,0.156249851,0.093130767,0.0,0.0,0.116471149,0.0,0.0,0.072581045,0.133273304,0.359793246,0.0,0.064325504,0.03281581,0.620405018,0.0,0.081724361,0.107382409,0.0,0.054272585,0.0,0.0,0.0,0.055888765,0.0,0.113378502,0.0,0.0,0.0,0.0,0.051967654,0.0,0.187059879,0.006014578,0.072666548,0.146538943,0.0,0.0,0.104311593,0.0,0.0,0.078309715,0.0,0.0,0.0,0.0,0.0,0.039988201,0.0,0.0,0.146746323,0.762120962,1.0,0.0,0.149082184,0.0,0.0,0.0,0.08259394,0.0,0.008509433,0.226762176,0.0,0.239129111,0.08179713,0.07243187,0.0,0.0,0.0379798,0.0,0.0,0.21468994,0.042218544,0.331848443,0.0,0.146460712,0.10121531,0.0,0.057976484,0.0,0.0,0.063761547,0.225343198,0.104682706,0.110442311,0.102375962,0.0,0.090007193,0.0,0.0,0.042713366,0.0,0.0,0.0,0.0,0.138840064,0.0,0.130919263,0.214937344,0.0,0.0,0.07732553,0.0,0.052442465,0.0,0.0,0.0,0.0,0.0,0.125876427,0.0,0.0,0.034440722,0.0,0.213816717,0.0,0.0,0.145054474,0.434271425,0.0,0.17719616,0.0,0.351866961,0.584985137,0.282877326,0.418764532,0.198484465,0.0,0.227256998,0.644473076,0.644127429,0.062047862,0.0325724,0.0,0.066817813,0.99374193,0.015177905,0.058124512,0.0,0.0,0.071647249,0.069790386,0.0,0.0,0.0,0.0,0.079501294,0.843766809,0.0,0.142485753,0.0,0.0,0.019692076,0.169428155,0.002830244,0.131465018,0.218410209,0.09348733,0.098348245,0.0434516,0.256420642,0.035705615,0.095593967,0.0,0.0,0.065456137,0.249713242,0.353509694,0.0,0.395951718,0.620732486,0.094029456,0.163261056,0.068134911,0.0,0.0,0.0,0.0,0.141477913,0.488549173,0.230344176
TOR1AIP1,0.0,0.0,0.015749156,0.041059326,0.030919081,0.004631036,0.0,0.045577291,0.043943096,0.058335543,0.103632383,0.126517668,0.037934553,0.012153933,0.0,0.132156461,0.0,0.032152154,0.020409079,0.051430669,0.0,0.052711613,0.051677451,0.065360919,0.295778722,0.0,0.0,0.067143671,0.098906428,0.0,0.0,0.0,0.084020421,0.049482845,0.135180548,0.070717439,0.013411766,0.0,0.051889565,0.0,0.099635214,0.06823314,0.030465716,0.055329621,0.268377095,0.063644193,0.068655714,0.038928274,0.078300752,0.166179851,0.140987709,0.059867393,0.058059879,0.040844735,0.075788386,0.099725172,0.05086448,0.125103027,0.063167967,0.064137749,0.013344087,0.07963039,0.0,0.07056392,0.140610516,0.073271073,0.016392928,0.112311758,0.0,0.047406264,0.145622864,1.0,0.063480772,0.10727217,0.0,0.0,0.017578131,0.206969455,0.029237019,0.118135422,0.053292658,0.066869661,0.04581169,0.0,0.0,0.045266133,0.0,0.03780745,0.090619922,0.0,0.0,0.0,0.05146946,0.05929625,0.0,0.199163288,0.0,0.039613314,0.088904843,0.095483705,0.070570529,0.053494867,0.094187081,0.020141667,0.0,0.0,0.0,0.102366291,0.086910799,0.0,0.117463589,0.08916565,0.107731894,0.093481407,0.087860778,0.067371473,0.0,0.0,0.06613262,0.043954652,0.06983266,0.0,0.062945947,0.035375968,0.09818507,0.07810349,0.0,0.0,0.067267478,0.057528351,0.0,0.061806966,0.110755146,0.086151473,0.115991987,0.0,0.058667336,0.108069457,0.0,0.114520393,0.123359062,0.163722783,0.101060592,0.0,0.087634631,0.063990839,0.106938727,0.0,0.021501018,0.067834489,0.029256826,0.0,0.0,0.053773012,0.104099527,0.0,0.0,0.0,0.0,0.007978159,0.0,0.052034825,0.0,0.045443583,0.0,0.052980676,0.036348231,0.122747473,0.0,0.272181958,0.360222012,0.83455044,0.289869219,0.061978638,0.0,0.182936922,0.062903851,0.062760241,0.680969357,0.071991779,0.038995951,0.0,0.0,0.0,0.075991422,0.04144229,0.0,0.085604265,0.067895569,0.0,0.0,0.0,0.064241745,0.0,0.042361729,0.262868732,0.0,0.331103683,0.215538234,0.025642868,0.043308403,0.064002395,0.068323925,0.055555768,0.100065216,0.0,0.115694039,0.250962228,0.103085175,0.068138219,0.0,0.018961417,0.202166736,0.087627202,0.0,0.0,0.092369661,0.0,0.171976283,0.132722646,0.088107556,0.122580759,0.010087918,0.07392475,0.0,0.12697491,0.29475528,0.669851899
AARS2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88931042,0.0,0.0,0.0,0.0,0.0,0.0,0.277276397,0.0,0.0,0.0,0.0,0.0,0.006784033,0.0,0.0,0.0,0.0,0.0,0.0,0.051672231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108907163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26697889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578178883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21294269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085181862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157418311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033779901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47995922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054220948
GNAS,0.041145787,0.0,0.0,0.0,0.0,0.0,0.125926912,0.043504097,0.054433051,0.05462018,0.0,0.046570536,0.028237903,0.050711028,0.047960527,0.069127612,0.0,0.142383799,0.075460434,0.055462889,0.009650858,0.0,0.177553326,0.0,0.0,0.0,0.046249472,0.035306416,0.039089959,0.0,0.0,0.053938322,0.0,0.050730255,0.11886353,0.044733234,0.0,0.0,0.054292068,0.0,0.051019918,0.04209552,0.0,0.067055121,0.0,0.062861435,0.150432155,0.0,0.0,0.055318058,0.0,0.160891384,0.0,0.074223608,0.0,0.0805372,0.0,0.052035015,0.078369863,0.0248645,0.050919946,0.084391236,0.0,0.088527247,0.055654503,0.021830743,0.0,0.068503432,0.0,0.0,0.0,0.0,0.0,0.05242721,0.0,0.028774932,0.0,0.01116293,0.0,0.058041006,0.057869259,0.032530278,0.274179816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013226769,0.06127727,0.0,0.233088896,0.0,0.0,0.026124399,0.01867138,0.025349619,0.0,0.0,0.02332391,0.0,0.0,0.0,0.056509387,0.0,0.009946927,0.0,0.0,0.024993951,0.019905647,0.039838467,0.0,0.0,0.0,0.0,0.040384464,0.0,0.0,0.054568913,0.328279883,0.0,0.050899439,0.016029822,0.0,0.0,0.036847007,0.066183574,0.0,0.0,0.0,0.0,0.056337643,0.0,0.057069484,0.0,0.0,0.0,0.0,0.659032404,0.042586405,0.034614302,0.084934033,0.053091124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054857291,0.0,0.0,0.068859741,0.0,0.0,0.043953966,0.007667189,1.0,0.0,0.068955868,0.0,0.055033524,0.0,0.0,0.0,0.037897348,0.047947709,0.030311676,0.0,0.132002115,0.0,0.035192344,0.037494898,0.029747734,0.042066041,0.0,0.0,0.038113315,0.0,0.02980669,0.176489532,0.0,0.0,0.035027009,0.035270527,0.0,0.0,0.0,0.0,0.094466589,0.034316953,0.039619297,0.0,0.0,0.0,0.035569161,0.028653171,0.0,0.028912071,0.0,0.029570861,0.0,0.046119381,0.05796795,0.070552848,0.035892788,0.0,0.05238748,0.072572149,0.038182523,0.0,0.0,0.02393784,0.0,0.0,0.065464549,0.091791712,0.0,0.047199205,0.030233493,0.0,0.0,0.061452221,0.031990688
SPECC1,0.313505948,0.0,0.0,0.239196554,0.080901533,0.0,0.527888596,0.551409423,0.17662397,0.0,0.252623528,0.064342372,0.204640195,0.353729784,0.135121658,0.122678056,0.0,0.0,0.241588041,0.254900783,0.0,0.265057683,0.438808709,0.0,0.190314919,0.0,0.0,0.0,0.086657643,0.129168555,0.0,0.0,0.0,0.099473953,0.0,0.065811932,0.0,0.0,1.0,0.083296955,0.0,0.143466249,0.031399369,0.0,0.0,0.110009097,0.0,0.173704535,0.0,0.154050633,0.0,0.041471578,0.0,0.172888994,0.0,0.097527668,0.142441884,0.413987696,0.0,0.090707801,0.285148919,0.15015018,0.0,0.455592453,0.110804945,0.0,0.005948375,0.0,0.0,0.0,0.44649142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2150729,0.091137245,0.131717637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085192017,0.059454992,0.0,0.0,0.0,0.0,0.0,0.84248507,0.0,0.12743108,0.082698099,0.0,0.0,0.0,0.12211623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107192107,0.046731271,0.135769755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14570801,0.019653909,0.0,0.0,0.0,0.002192917,0.0,0.097783759,0.016831798,0.0,0.096523009,0.0,0.157929406,0.087993249,0.0,0.0,0.0,0.0,0.10352017,0.0,0.0,0.243337333,0.069475986,0.0,0.0,0.0,0.0,0.085684501,0.182785884,0.0,0.0,0.0,0.0,0.105192631,0.0,0.26023531,0.0,0.083594412,0.068652555,0.096700303,0.154355973,0.204884455,0.0,0.154107764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089754358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048843026,0.0,0.262090981,0.126903147,0.060221292,0.0,0.0,0.0,0.90835923,0.0,0.0,0.0,0.0,0.16229476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090349272
