"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","group"
"query_1","TRUE","0.030624830438961","65","6","2","0.333333333333333","0.0307692307692308","MIRNA:hsa-miR-4275","MIRNA","hsa-miR-4275","14819","967","MIRNA:000000","56"
"query_1","TRUE","0.0148416067412135","126","4","2","0.5","0.0158730158730159","WP:WP411","WP","mRNA processing","8286","337","WP:000000","56"
"query_1","TRUE","0.0106382960127112","2","3","1","0.333333333333333","0.5","CORUM:6513","CORUM","MAN1-SMAD2 complex","3383","2188","CORUM:0000000","57"
"query_1","TRUE","0.0265721506336221","5","3","1","0.333333333333333","0.2","CORUM:1144","CORUM","Cleavage and polyadenylation factor (CPSF)","3383","629","CORUM:0000000","57"
"query_1","TRUE","0.0371790049729297","7","3","1","0.333333333333333","0.142857142857143","CORUM:1147","CORUM","Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)","3383","631","CORUM:0000000","57"
"query_1","TRUE","0.0436928628560344","55","11","2","0.181818181818182","0.0363636363636364","GO:0008374","GO:MF","O-acyltransferase activity","20212","1666","GO:0016747","57"
"query_1","TRUE","0.0119264254658058","43","7","2","0.285714285714286","0.0465116279069767","KEGG:00071","KEGG","Fatty acid degradation","8484","11","KEGG:00000","57"
"query_1","TRUE","0.0177304933545186","2","3","1","0.333333333333333","0.5","CORUM:1071","CORUM","PKD2-FPC complex","3383","577","CORUM:0000000","58"
"query_1","TRUE","0.0177304933545186","2","3","1","0.333333333333333","0.5","CORUM:1927","CORUM","PKD2-PACS1 complex","3383","858","CORUM:0000000","58"
"query_1","TRUE","0.0354400162870316","4","3","1","0.333333333333333","0.25","CORUM:5385","CORUM","GAIT complex","3383","1663","CORUM:0000000","58"
"query_1","TRUE","0.0354400162870316","4","3","1","0.333333333333333","0.25","CORUM:7483","CORUM","ARF1-ARL1-PKD2-ARFIP2 complex","3383","2856","CORUM:0000000","58"
"query_1","TRUE","0.00686719256123672","2161","11","9","0.818181818181818","0.004164738546969","HPA:0270363","HPA","kidney; cells in tubules[High]","11019","416","HPA:0270362","58"
"query_1","TRUE","0.0371397645481737","1349","11","7","0.636363636363636","0.00518902891030393","HPA:0050053","HPA","breast; glandular cells[High]","11019","60","HPA:0050052","58"
"query_1","TRUE","0.00591103847759844","2","2","1","0.5","0.5","CORUM:2254","CORUM","CTGF/Hcs24-actin(beta/gamma) complex","3383","967","CORUM:0000000","59"
"query_1","TRUE","0.0147710409982904","5","2","1","0.5","0.2","CORUM:2837","CORUM","Profilin 1 complex","3383","1233","CORUM:0000000","59"
"query_1","TRUE","0.0354137892999262","12","2","1","0.5","0.0833333333333333","CORUM:6442","CORUM","Cytochrome c oxidase, mitochondrial","3383","2131","CORUM:0000000","59"
"query_1","TRUE","0.0383592572386388","13","2","1","0.5","0.0769230769230769","CORUM:189","CORUM","BAF complex","3383","94","CORUM:0000000","59"
"query_1","TRUE","0.0361134995700911","1","6","1","0.166666666666667","1","GO:0120220","GO:CC","basal body patch","22097","3492","c(""GO:0045177"", ""GO:0110165"")","59"
"query_1","TRUE","0.0469690456150257","116","4","2","0.5","0.0172413793103448","KEGG:03082","KEGG","ATP-dependent chromatin remodeling","8484","219","KEGG:00000","59"
"query_1","TRUE","0.02680695620884","108","4","2","0.5","0.0185185185185185","WP:WP4321","WP","Thermogenesis","8286","405","WP:000000","59"
"query_1","TRUE","0.0177252491979492","2","5","1","0.2","0.5","CORUM:6847","CORUM","DBIRD complex","3383","2413","CORUM:0000000","60"
"query_1","TRUE","0.0442345536828341","5","5","1","0.2","0.2","CORUM:877","CORUM","SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)","3383","493","CORUM:0000000","60"
"query_1","TRUE","0.0397288739362721","1","11","1","0.0909090909090909","1","GO:0047598","GO:MF","7-dehydrocholesterol reductase activity","20212","6857","GO:0016628","60"
"query_1","TRUE","0.0115400280581175","1","5","1","0.2","1","GO:0005948","GO:CC","acetolactate synthase complex","22097","468","c(""GO:0005737"", ""GO:1990234"")","62"
"query_1","TRUE","0.012863645359193","1","5","1","0.2","1","GO:0003984","GO:MF","acetolactate synthase activity","20212","490","GO:0016744","62"
"query_1","TRUE","0.0188269370021747","13","1","1","1","0.0769230769230769","WP:WP3876","WP","BMP2 WNT4 FOXO1 pathway in primary endometrial stromal cell differentiation","8286","282","WP:000000","62"
"query_1","TRUE","0.0260680666183948","18","1","1","1","0.0555555555555556","WP:WP2813","WP","Mammary gland development pathway Embryonic development Stage 1 of 4 ","8286","151","WP:000000","62"
"query_1","TRUE","0.0289645184648815","20","1","1","1","0.05","WP:WP3927","WP","BMP signaling in eyelid development","8286","296","WP:000000","62"
"query_1","TRUE","0.0354557425524676","2","4","1","0.25","0.5","CORUM:2863","CORUM","Serine-palmitoyltransferase (SPTLC1, SPTLC3) complex","3383","1253","CORUM:0000000","63"
"query_1","TRUE","0.0354557425524676","2","4","1","0.25","0.5","CORUM:6538","CORUM","SPG33-VAPA complex","3383","2211","CORUM:0000000","63"
"query_1","TRUE","0.0354557425524676","2","4","1","0.25","0.5","CORUM:6968","CORUM","Serine-palmitoyltransferase (SPTLC1, SPTLC2) complex","3383","2491","CORUM:0000000","63"
"query_1","TRUE","0.0354557425524676","2","4","1","0.25","0.5","CORUM:6982","CORUM","ORMDL3-SPTLC1 complex","3383","2498","CORUM:0000000","63"
"query_1","TRUE","0.00414337456785848","11","8","2","0.25","0.181818181818182","GO:0006686","GO:BP","sphingomyelin biosynthetic process","21031","2421","c(""GO:0006684"", ""GO:0008654"", ""GO:0030148"", ""GO:0043604"")","63"
"query_1","TRUE","0.0142889870916693","20","8","2","0.25","0.1","GO:0006684","GO:BP","sphingomyelin metabolic process","21031","2419","c(""GO:0006644"", ""GO:0006665"", ""GO:0043603"")","63"
"query_1","TRUE","0.0348972951086473","31","8","2","0.25","0.0645161290322581","GO:0019076","GO:BP","viral release from host cell","21031","5751","c(""GO:0016032"", ""GO:0019058"", ""GO:0035891"")","63"
"query_1","TRUE","0.0348972951086473","31","8","2","0.25","0.0645161290322581","GO:0035891","GO:BP","exit from host cell","21031","9637","GO:0051701","63"
"query_1","TRUE","0.0177967466462576","43","6","2","0.333333333333333","0.0465116279069767","REAC:R-HSA-1660661","REAC","Sphingolipid de novo biosynthesis","10842","2277","REAC:R-HSA-428157","63"
"query_1","TRUE","0.0141864923462363","2","2","1","0.5","0.5","CORUM:936","CORUM","FACT complex","3383","524","CORUM:0000000","64"
"query_1","TRUE","0.0212765920254143","3","2","1","0.5","0.333333333333333","CORUM:934","CORUM","FACT-NEK9 complex","3383","523","CORUM:0000000","64"
"query_1","TRUE","0.035450498395897","5","2","1","0.5","0.2","CORUM:938","CORUM","FACT complex, UV-activated","3383","525","CORUM:0000000","64"
"query_1","TRUE","0.0207797348110095","1","7","1","0.142857142857143","1","GO:0032896","GO:MF","palmitoyl-CoA 9-desaturase activity","20212","4481","GO:0016215","64"
"query_1","TRUE","0.0135276408267876","71","5","2","0.4","0.028169014084507","WP:WP2359","WP","Parkin ubiquitin proteasomal system pathway","8286","101","WP:000000","64"
"query_1","TRUE","0.0147237184918463","17","18","2","0.111111111111111","0.117647058823529","GO:0033290","GO:CC","eukaryotic 48S preinitiation complex","22097","1416","GO:0070993","65"
"query_1","TRUE","0.0165561898970526","18","18","2","0.111111111111111","0.111111111111111","GO:0016282","GO:CC","eukaryotic 43S preinitiation complex","22097","730","GO:0070993","65"
"query_1","TRUE","0.0184950476858891","19","18","2","0.111111111111111","0.105263157894737","GO:0070993","GO:CC","translation preinitiation complex","22097","2592","c(""GO:0005737"", ""GO:1990904"")","65"
"query_1","TRUE","0.0249483879503453","22","18","2","0.111111111111111","0.0909090909090909","GO:0005838","GO:CC","proteasome regulatory particle","22097","387","c(""GO:0022624"", ""GO:0032991"")","65"
"query_1","TRUE","0.0323536272656347","25","18","2","0.111111111111111","0.08","GO:0022624","GO:CC","proteasome accessory complex","22097","855","c(""GO:0000502"", ""GO:0005622"", ""GO:0032991"")","65"
"query_1","TRUE","0.037743496418653","5","9","2","0.222222222222222","0.4","HP:0033850","HP","Coldness","4958","13834","HP:0025142","65"
"query_1","TRUE","0.000601556369361728","4949","17","17","1","0.00343503738128915","HPA:0600222","HPA","tonsil; squamous epithelial cells[≥Medium]","11019","850","HPA:0600221","65"
"query_1","TRUE","0.00114013296074453","1553","17","11","0.647058823529412","0.00708306503541533","HPA:0360053","HPA","parathyroid gland; glandular cells[High]","11019","509","HPA:0360052","65"
"query_1","TRUE","0.00326671838732376","3779","17","15","0.882352941176471","0.00396930404869013","HPA:0050092","HPA","breast; myoepithelial cells[≥Medium]","11019","62","HPA:0050091","65"
"query_1","TRUE","0.00988126934859389","1182","17","9","0.529411764705882","0.00761421319796954","HPA:0630053","HPA","cervix; glandular cells[High]","11019","204","HPA:0630052","65"
"query_1","TRUE","0.0141648949236188","5958","17","17","1","0.00285330647868412","HPA:0610832","HPA","urinary bladder; urothelial cells[≥Medium]","11019","854","HPA:0610831","65"
"query_1","TRUE","0.0153854559876219","5987","17","17","1","0.0028394855520294","HPA:0600431","HPA","tonsil; germinal center cells[≥Low]","11019","843","HPA:0600000","65"
"query_1","TRUE","0.0159641446618238","6000","17","17","1","0.00283333333333333","HPA:0620000","HPA","vagina","11019","856","HPA:0000000","65"
"query_1","TRUE","0.0159641446618238","6000","17","17","1","0.00283333333333333","HPA:0620221","HPA","vagina; squamous epithelial cells[≥Low]","11019","857","HPA:0620000","65"
"query_1","TRUE","0.0343715091786275","3794","17","14","0.823529411764706","0.003690036900369","HPA:0440342","HPA","skeletal muscle; myocytes[≥Medium]","11019","609","HPA:0440341","65"
"query_1","TRUE","0.0448422101927477","5363","17","16","0.941176470588235","0.00298340481074026","HPA:0500000","HPA","soft tissue 1","11019","751","HPA:0000000","65"
"query_1","TRUE","0.0112969688462049","305","10","4","0.4","0.0131147540983607","KEGG:05016","KEGG","Huntington disease","8484","414","KEGG:00000","65"
"query_1","TRUE","0.019306952472837","141","10","3","0.3","0.0212765957446809","KEGG:05017","KEGG","Spinocerebellar ataxia","8484","415","KEGG:00000","65"
"query_1","TRUE","0.0490993515513063","46","10","2","0.2","0.0434782608695652","KEGG:03050","KEGG","Proteasome","8484","216","KEGG:00000","65"
"query_1","TRUE","0.00472883078207875","2","2","1","0.5","0.5","CORUM:6375","CORUM","PEF1-ALG2 complex","3383","2089","CORUM:0000000","66"
"query_1","TRUE","0.00472883078207875","2","2","1","0.5","0.5","CORUM:6413","CORUM","PDGFB-PDGFRB complex","3383","2108","CORUM:0000000","66"
"query_1","TRUE","0.0094548646806567","4","2","1","0.5","0.25","CORUM:7522","CORUM","Ubiquitin E3 ligase (CUL3, KLHL12, PEF1, PDCD6)","3383","2874","CORUM:0000000","66"
"query_1","TRUE","0.0416948033429041","88","5","2","0.4","0.0227272727272727","KEGG:04540","KEGG","Gap junction","8484","318","KEGG:00000","66"
"query_1","TRUE","0.0441117492958817","48","7","2","0.285714285714286","0.0416666666666667","REAC:R-HSA-437239","REAC","Recycling pathway of L1","10842","1903","REAC:R-HSA-373760","66"
"query_1","TRUE","0.0434525569021526","1","7","1","0.142857142857143","1","CORUM:3182","CORUM","FHL2 homodimer complex","3383","1449","CORUM:0000000","67"
"query_1","TRUE","0.0434525569021526","1","7","1","0.142857142857143","1","CORUM:3189","CORUM","FHL2-CREB complex","3383","1456","CORUM:0000000","67"
"query_1","TRUE","0.010761335263837","17","16","2","0.125","0.117647058823529","GO:0031092","GO:CC","platelet alpha granule membrane","22097","1047","c(""GO:0030667"", ""GO:0031091"")","67"
"query_1","TRUE","0.0199472696357495","1194","16","6","0.375","0.0050251256281407","GO:0005789","GO:CC","endoplasmic reticulum membrane","22097","354","c(""GO:0031090"", ""GO:0042175"", ""GO:0098827"")","67"
"query_1","TRUE","0.020507965036538","1200","16","6","0.375","0.005","GO:0098827","GO:CC","endoplasmic reticulum subcompartment","22097","3269","c(""GO:0005783"", ""GO:0031984"")","67"
"query_1","TRUE","0.0221655856815424","1217","16","6","0.375","0.00493015612161052","GO:0042175","GO:CC","nuclear outer membrane-endoplasmic reticulum membrane network","22097","1778","c(""GO:0012505"", ""GO:0016020"")","67"
"query_1","TRUE","0.011008917176343","881","13","7","0.538461538461538","0.00794551645856981","HPA:0461391","HPA","skin 1; cells in basal layer[≥Low]","11019","628","HPA:0460000","67"
"query_1","TRUE","0.0195906966017932","962","13","7","0.538461538461538","0.00727650727650728","HPA:0471391","HPA","skin 2; cells in basal layer[≥Low]","11019","680","HPA:0470000","67"
"query_1","TRUE","0.025403655990478","189","16","4","0.25","0.0211640211640212","MIRNA:hsa-miR-297","MIRNA","hsa-miR-297","14819","495","MIRNA:000000","67"
"query_1","TRUE","0.0318086753825957","69","16","3","0.1875","0.0434782608695652","MIRNA:hsa-miR-5004-5p","MIRNA","hsa-miR-5004-5p","14819","1519","MIRNA:000000","67"
"query_1","TRUE","0.0383464118116909","62","9","2","0.222222222222222","0.032258064516129","WP:WP43","WP","Oxidation by cytochrome P450","8286","395","WP:000000","67"
"query_1","TRUE","0.0236076528627704","12345","15","15","1","0.00121506682867558","GO:0005737","GO:CC","cytoplasm","22097","309","c(""GO:0005622"", ""GO:0110165"")","68"
"query_1","TRUE","0.041643273729923","268","11","4","0.363636363636364","0.0149253731343284","HPA:0271111","HPA","kidney; bowman's capsule[≥Low]","11019","408","HPA:0270000","68"
"query_1","TRUE","0.0381564700937812","21","14","2","0.142857142857143","0.0952380952380952","REAC:R-HSA-70895","REAC","Branched-chain amino acid catabolism","10842","246","REAC:R-HSA-71291","68"
"query_1","TRUE","0.0173431233466373","23","10","2","0.2","0.0869565217391304","WP:WP4686","WP","Leucine isoleucine and valine metabolism","8286","491","WP:000000","68"
"query_1","TRUE","0.000860041677060294","2","16","2","0.125","1","CORUM:6351","CORUM","PKP1-ZO-1 complex","3383","2068","CORUM:0000000","69"
"query_1","TRUE","4.7145846145981e-05","1689","36","14","0.388888888888889","0.00828892835997632","GO:0005739","GO:CC","mitochondrion","22097","310","c(""GO:0005737"", ""GO:0043231"")","69"
"query_1","TRUE","9.22145590561227e-05","12345","36","34","0.944444444444444","0.00275415147833131","GO:0005737","GO:CC","cytoplasm","22097","309","c(""GO:0005622"", ""GO:0110165"")","69"
"query_1","TRUE","0.00159510700312043","3770","36","18","0.5","0.00477453580901857","GO:0031090","GO:CC","organelle membrane","22097","1045","c(""GO:0016020"", ""GO:0043227"")","69"
"query_1","TRUE","0.0041521962159376","2109","36","13","0.361111111111111","0.00616405879563774","GO:0070062","GO:CC","extracellular exosome","22097","2418","c(""GO:0005615"", ""GO:1903561"")","69"
"query_1","TRUE","0.00469277108449172","2133","36","13","0.361111111111111","0.00609470229723394","GO:1903561","GO:CC","extracellular vesicle","22097","3690","c(""GO:0031982"", ""GO:0065010"")","69"
"query_1","TRUE","0.00471658960671831","2134","36","13","0.361111111111111","0.00609184629803187","GO:0065010","GO:CC","extracellular membrane-bounded organelle","22097","2398","c(""GO:0043227"", ""GO:0043230"")","69"
"query_1","TRUE","0.00471658960671831","2134","36","13","0.361111111111111","0.00609184629803187","GO:0043230","GO:CC","extracellular organelle","22097","1882","c(""GO:0005576"", ""GO:0043226"")","69"
"query_1","TRUE","0.00837046812417887","782","36","8","0.222222222222222","0.010230179028133","GO:0031966","GO:CC","mitochondrial membrane","22097","1214","c(""GO:0005740"", ""GO:0031090"")","69"
"query_1","TRUE","0.00876968601401805","568","36","7","0.194444444444444","0.0123239436619718","GO:0019866","GO:CC","organelle inner membrane","22097","823","c(""GO:0031090"", ""GO:0031967"")","69"
"query_1","TRUE","0.0112607415034057","4777","36","19","0.527777777777778","0.00397739166841114","GO:0012505","GO:CC","endomembrane system","22097","687","GO:0110165","69"
"query_1","TRUE","0.012892780954537","831","36","8","0.222222222222222","0.00962695547533093","GO:0005740","GO:CC","mitochondrial envelope","22097","311","c(""GO:0005739"", ""GO:0031967"")","69"
"query_1","TRUE","0.014662324648551","9864","36","28","0.777777777777778","0.00283860502838605","GO:0016020","GO:CC","membrane","22097","720","GO:0110165","69"
"query_1","TRUE","0.014702231846152","16808","36","36","1","0.00214183722037125","GO:0043226","GO:CC","organelle","22097","1878","GO:0110165","69"
"query_1","TRUE","0.0186048725742758","15671","36","35","0.972222222222222","0.00223342479739646","GO:0043227","GO:CC","membrane-bounded organelle","22097","1879","GO:0043226","69"
"query_1","TRUE","0.0367170137383371","306","36","5","0.138888888888889","0.0163398692810458","GO:0098798","GO:CC","mitochondrial protein-containing complex","22097","3260","c(""GO:0005739"", ""GO:0032991"")","69"
"query_1","TRUE","0.0381057046728988","16018","36","35","0.972222222222222","0.00218504182794356","GO:0043229","GO:CC","intracellular organelle","22097","1881","c(""GO:0005622"", ""GO:0043226"")","69"
"query_1","TRUE","0.0455555939132349","512","36","6","0.166666666666667","0.01171875","GO:0005743","GO:CC","mitochondrial inner membrane","22097","314","c(""GO:0019866"", ""GO:0031966"")","69"
"query_1","TRUE","0.00520540362224725","841","31","11","0.354838709677419","0.0130796670630202","HPA:0460201","HPA","skin 1; endothelial cells[≥Low]","11019","643","HPA:0460000","69"
"query_1","TRUE","0.00874116284271992","888","31","11","0.354838709677419","0.0123873873873874","HPA:0470201","HPA","skin 2; endothelial cells[≥Low]","11019","695","HPA:0470000","69"
"query_1","TRUE","0.0297471044384403","1882","31","15","0.483870967741935","0.00797024442082891","HPA:0030053","HPA","appendix; glandular cells[High]","11019","40","HPA:0030052","69"
"query_1","TRUE","0.00044060828470978","1553","34","15","0.441176470588235","0.00965872504829363","MIRNA:hsa-miR-16-5p","MIRNA","hsa-miR-16-5p","14819","303","MIRNA:000000","69"
"query_1","TRUE","0.0176158527493591","890","34","10","0.294117647058824","0.0112359550561798","MIRNA:hsa-miR-615-3p","MIRNA","hsa-miR-615-3p","14819","1934","MIRNA:000000","69"
"query_1","TRUE","0.00886524667725597","3","2","1","0.5","0.333333333333333","CORUM:3714","CORUM","Pericentrin-GCP complex","3383","1502","CORUM:0000000","70"
"query_1","TRUE","0.0118185808508209","4","2","1","0.5","0.25","CORUM:1347","CORUM","NPC subcomplex (NUP98, NUP107, NUP133, NUP160)","3383","738","CORUM:0000000","70"
"query_1","TRUE","0.0147710409982904","5","2","1","0.5","0.2","CORUM:6893","CORUM","Gamma-tubulin complex","3383","2443","CORUM:0000000","70"
"query_1","TRUE","0.0265721413272213","9","2","1","0.5","0.111111111111111","CORUM:87","CORUM","Nup 107-160 subcomplex","3383","44","CORUM:0000000","70"
"query_1","TRUE","0.0368527888682792","313","3","2","0.666666666666667","0.00638977635782748","GO:0031965","GO:CC","nuclear membrane","22097","1213","c(""GO:0005635"", ""GO:0031090"")","70"
"query_1","TRUE","0.0420795425331968","5","3","1","0.333333333333333","0.2","GO:0000923","GO:CC","equatorial microtubule organizing center","22097","122","c(""GO:0005815"", ""GO:0032153"")","70"
"query_1","TRUE","0.0420795425331968","5","3","1","0.333333333333333","0.2","GO:0005827","GO:CC","polar microtubule","22097","378","c(""GO:0000922"", ""GO:0005876"")","70"
"query_1","TRUE","0.0326393300721171","10","3","1","0.333333333333333","0.1","GO:0008474","GO:MF","palmitoyl-(protein) hydrolase activity","20212","1738","c(""GO:0016790"", ""GO:0098599"", ""GO:0140096"")","70"
"query_1","TRUE","0.0359014863937579","11","3","1","0.333333333333333","0.0909090909090909","GO:0098599","GO:MF","palmitoyl hydrolase activity","20212","9142","GO:0016787","70"
"query_1","TRUE","0.0424248301436698","13","3","1","0.333333333333333","0.0769230769230769","GO:0051011","GO:MF","microtubule minus-end binding","20212","7929","GO:0008017","70"
"query_1","TRUE","0.0250762318385359","199","3","2","0.666666666666667","0.0100502512562814","MIRNA:hsa-miR-1303","MIRNA","hsa-miR-1303","14819","213","MIRNA:000000","70"
"query_1","TRUE","0.000673333283806396","108","2","2","1","0.0185185185185185","WP:WP3998","WP","Prader Willi and Angelman syndrome","8286","328","WP:000000","70"
"query_1","TRUE","0.00868516031651234","9","2","1","0.5","0.111111111111111","WP:WP4940","WP","15q11 2 copy number variation syndrome","8286","581","WP:000000","70"
"query_1","TRUE","0.0229967502373642","12","10","2","0.2","0.166666666666667","CORUM:742","CORUM","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)","3383","408","CORUM:0000000","71"
"query_1","TRUE","0.0271350957932726","13","10","2","0.2","0.153846153846154","CORUM:1097","CORUM","eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)","3383","597","CORUM:0000000","71"
"query_1","TRUE","0.0198620442777729","63","19","3","0.157894736842105","0.0476190476190476","GO:0042255","GO:BP","ribosome assembly","21031","10406","c(""GO:0042254"", ""GO:0140694"")","71"
"query_1","TRUE","0.0247502615381747","723","19","6","0.315789473684211","0.00829875518672199","GO:0006412","GO:BP","translation","21031","2194","c(""GO:0009059"", ""GO:0010467"", ""GO:0019538"", ""GO:0043043"")","71"
"query_1","TRUE","0.0286877838997542","10","19","2","0.105263157894737","0.2","GO:0042256","GO:BP","cytosolic ribosome assembly","21031","10407","GO:0042255","71"
"query_1","TRUE","0.0286877838997542","10","19","2","0.105263157894737","0.2","GO:0051081","GO:BP","nuclear membrane disassembly","21031","13918","c(""GO:0030397"", ""GO:0071763"")","71"
"query_1","TRUE","0.0308731339419885","752","19","6","0.315789473684211","0.00797872340425532","GO:0043043","GO:BP","peptide biosynthetic process","21031","10843","c(""GO:0006518"", ""GO:0043604"", ""GO:1901566"")","71"
"query_1","TRUE","0.0350439550854878","11","19","2","0.105263157894737","0.181818181818182","GO:0030397","GO:BP","membrane disassembly","21031","7028","c(""GO:0022411"", ""GO:0061024"")","71"
"query_1","TRUE","0.0171912989317108","16","19","2","0.105263157894737","0.125","GO:0005852","GO:CC","eukaryotic translation initiation factor 3 complex","22097","396","c(""GO:0005737"", ""GO:0032991"")","71"
"query_1","TRUE","0.0194734825778324","17","19","2","0.105263157894737","0.117647058823529","GO:0033290","GO:CC","eukaryotic 48S preinitiation complex","22097","1416","GO:0070993","71"
"query_1","TRUE","0.0218964357660526","18","19","2","0.105263157894737","0.111111111111111","GO:0016282","GO:CC","eukaryotic 43S preinitiation complex","22097","730","GO:0070993","71"
"query_1","TRUE","0.024459940289364","19","19","2","0.105263157894737","0.105263157894737","GO:0070993","GO:CC","translation preinitiation complex","22097","2592","c(""GO:0005737"", ""GO:1990904"")","71"
"query_1","TRUE","0.00245414086074473","55","19","3","0.157894736842105","0.0545454545454545","GO:0003743","GO:MF","translation initiation factor activity","20212","354","GO:0008135","71"
"query_1","TRUE","0.0118679902042603","93","19","3","0.157894736842105","0.032258064516129","GO:0008135","GO:MF","translation factor activity, RNA binding","20212","1572","GO:0090079","71"
"query_1","TRUE","0.0234539520559661","117","19","3","0.157894736842105","0.0256410256410256","GO:0090079","GO:MF","translation regulator activity, nucleic acid binding","20212","8972","c(""GO:0003676"", ""GO:0045182"")","71"
"query_1","TRUE","0.045938249676481","147","19","3","0.157894736842105","0.0204081632653061","GO:0045182","GO:MF","translation regulator activity","20212","6074","GO:0003674","71"
"query_1","TRUE","0.00982085997846912","5378","15","15","1","0.00278914094458907","HPA:0570732","HPA","testis; Leydig cells[≥Medium]","11019","805","HPA:0570731","71"
"query_1","TRUE","0.0487911559838118","102","15","3","0.2","0.0294117647058824","REAC:R-HSA-72689","REAC","Formation of a pool of free 40S subunits","10842","922","REAC:R-HSA-72737","71"
"query_1","TRUE","0.00136467812988854","50","14","3","0.214285714285714","0.06","WP:WP107","WP","Translation factors","8286","4","WP:000000","71"
"query_1","TRUE","0.00596342066073766","16","14","2","0.142857142857143","0.125","WP:WP5027","WP","nsp1 from SARS CoV 2 inhibits translation initiation in the host cell","8286","599","WP:000000","71"
"query_1","TRUE","0.0209209994177206","2","2","1","0.5","0.5","GO:0080121","GO:BP","AMP transport","21031","18333","c(""GO:0015695"", ""GO:0015711"", ""GO:0015868"", ""GO:0051503"")","72"
"query_1","TRUE","0.0313807529962029","3","2","1","0.5","0.333333333333333","GO:0015880","GO:BP","coenzyme A transport","21031","5045","c(""GO:0015711"", ""GO:0015868"", ""GO:0051503"")","72"
"query_1","TRUE","0.0313807529962029","3","2","1","0.5","0.333333333333333","GO:0035349","GO:BP","coenzyme A transmembrane transport","21031","9299","c(""GO:0015880"", ""GO:0071106"")","72"
"query_1","TRUE","0.0313807529962029","3","2","1","0.5","0.333333333333333","GO:1904825","GO:BP","protein localization to microtubule plus-end","21031","24769","GO:1905725","72"
"query_1","TRUE","0.0313807529962029","3","2","1","0.5","0.333333333333333","GO:1905725","GO:BP","protein localization to microtubule end","21031","25519","GO:0035372","72"
"query_1","TRUE","0.0418400091543436","4","2","1","0.5","0.25","GO:0071106","GO:BP","adenosine 3',5'-bisphosphate transmembrane transport","21031","16954","c(""GO:0015868"", ""GO:0051503"", ""GO:0072530"", ""GO:1901679"")","72"
"query_1","TRUE","0.00712430425407984","2","2","1","0.5","0.5","GO:0080122","GO:MF","AMP transmembrane transporter activity","20212","8920","c(""GO:0000295"", ""GO:0005346"", ""GO:0008514"", ""GO:0015101"")","72"
"query_1","TRUE","0.0106861920023089","3","2","1","0.5","0.333333333333333","GO:0015228","GO:MF","coenzyme A transmembrane transporter activity","20212","2426","c(""GO:0008514"", ""GO:0071077"")","72"
"query_1","TRUE","0.0178094387410894","5","2","1","0.5","0.2","GO:0043262","GO:MF","ADP phosphatase activity","20212","5742","GO:0017110","72"
"query_1","TRUE","0.0249319804696957","7","2","1","0.5","0.142857142857143","GO:0071077","GO:MF","adenosine 3',5'-bisphosphate transmembrane transporter activity","20212","8757","c(""GO:0000295"", ""GO:0005346"")","72"
"query_1","TRUE","0.0427352503715936","12","2","1","0.5","0.0833333333333333","GO:0015217","GO:MF","ADP transmembrane transporter activity","20212","2418","c(""GO:0000295"", ""GO:0005346"", ""GO:0008514"")","72"
"query_1","TRUE","0.0498553245645161","14","2","1","0.5","0.0714285714285714","GO:0005347","GO:MF","ATP transmembrane transporter activity","20212","1430","c(""GO:0000295"", ""GO:0005346"", ""GO:0008514"")","72"
"query_1","TRUE","0.0231716147719045","96","1","1","1","0.0104166666666667","WP:WP5287","WP","17q12 copy number variation syndrome","8286","733","WP:000000","72"
"query_1","TRUE","0.00909590490107543","93","19","3","0.157894736842105","0.032258064516129","GO:0008135","GO:MF","translation factor activity, RNA binding","20212","1572","GO:0090079","73"
"query_1","TRUE","0.0179756566852295","117","19","3","0.157894736842105","0.0256410256410256","GO:0090079","GO:MF","translation regulator activity, nucleic acid binding","20212","8972","c(""GO:0003676"", ""GO:0045182"")","73"
"query_1","TRUE","0.0239645794835984","24","19","2","0.105263157894737","0.0833333333333333","GO:0003746","GO:MF","translation elongation factor activity","20212","355","GO:0008135","73"
"query_1","TRUE","0.0352081475622665","147","19","3","0.157894736842105","0.0204081632653061","GO:0045182","GO:MF","translation regulator activity","20212","6074","GO:0003674","73"
"query_1","TRUE","0.0151343650712461","5238","18","17","0.944444444444444","0.00324551355479191","HPA:0430052","HPA","seminal vesicle; glandular cells[≥Medium]","11019","605","HPA:0430051","73"
"query_1","TRUE","0.0345934230167774","4734","18","16","0.888888888888889","0.00337980566117448","HPA:0030071","HPA","appendix; lymphoid tissue[≥Low]","11019","44","HPA:0030000","73"
"query_1","TRUE","0.0485719477616381","6615","18","18","1","0.00272108843537415","HPA:0220052","HPA","gallbladder; glandular cells[≥Medium]","11019","362","HPA:0220051","73"
